Country Name,Country Code,Series Name,Series Code,1972 [YR1972],1973 [YR1973],1974 [YR1974],1975 [YR1975],1976 [YR1976],1977 [YR1977],1978 [YR1978],1979 [YR1979],1980 [YR1980],1981 [YR1981],1982 [YR1982],1983 [YR1983],1984 [YR1984],1985 [YR1985],1986 [YR1986],1987 [YR1987],1988 [YR1988],1989 [YR1989],1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021]
Switzerland,CHE,Cereal production (metric tons),AG.PRD.CREL.MT,738400,749600,856800,756900,795500,690000,835100,875000,789100,863500,928900,899600,1118200,1054400,959900,939000,1243700,1410700,1268000,1273639,1182772,1252968,1213740,1245612,1317471,1194083,1240975,1028481,1169500,1079600,1087700,847200,1089000,1056500,1013200,1012697,1002471,1006184,924003,999472.67,950518.46,867293.65,994310.67,909943.14,743880,976614,895098,932966,1010995,725906
Switzerland,CHE,Land under cereal production (hectares),AG.LND.CREL.HA,181000,178550,179739,177804,175600,172310,173410,172300,170665,174510,175930,177400,181440,184315,188560,186190,196510,208040,211903,208670,201240,201800,208990,205248,196438,186373,186867,182256,182671,179576,173482,166558,161753,167689,164346,157777,156315,152956,151628,145386,147041,145871,141145,141474,144314,143615,141355,141771,144884,131345
Syrian Arab Republic,SYR,Cereal production (metric tons),AG.PRD.CREL.MT,2563189,725842,2323962,2196641,2919131,1639217,2456051,1763198,3884236,3559272,2283042,2695630,1444371,2542958,3166999,2300477,5001600,1404498,3100767,3288640,4360612,5387053,5393352.46,6095329,5991428,4322580,5271967,3301339,3512791,5161232,5932429,6227315,5281248,5631256,6302288,5010856,2684688,4738674,3900866,4826260,4597674,4205161,2694207.88,4383804,2661613,2934757.33,1733917.83,6356135.92,5322400.4,2514776.43
Syrian Arab Republic,SYR,Land under cereal production (hectares),AG.LND.CREL.HA,2039861,2470303,2319546,2786752,2840392,2632432,2665306,2619295,2734701,2676133,2882717,2879931,2471315,2719482,2713741,2823735,3011928,4196100,4134422,3565164,3711678,3617288,3510258,3669514,3232998,3395141,3326214,3078578,3058195,3049377,2975861,3115150,3186202,3290415,3147586,3088482,2993982,2774850,3166445,2874494,2797563,2668191,2534198,2300226,2400266,2379322,2312042,2884101,2904822,3065229
Tajikistan,TJK,Cereal production (metric tons),AG.PRD.CREL.MT,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,271733,266735,215435,242350,387377,559463,490619,474338,544994,477651,687559,866197,860340,902912,892884,906552,909500,1399868,1382559,1034798.1,1175450.4,1328800,1257988.9,1324044.4,1367078.2,1365514.8,1218840,1336387.1,1280921.27,1358497.93
Tajikistan,TJK,Land under cereal production (hectares),AG.LND.CREL.HA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,273460,276741,244591,264600,372924,425697,397173,383936,415790,341685,363922,412366,400077,417165,413620,371533,424794,448764,443519,410754,406573,420585,394424,406030,408238,394714,358020,367470,367585,376361
Tanzania,TZA,Cereal production (metric tons),AG.PRD.CREL.MT,1200069,1572340,1376313,2138000,2386000,2639000,2750909,3227050,2960500,2843000,3006500,2873831,3142085,3622492,3778232,4034615,3664265,4785811,3960300,3857815,3538050,3916590,2952900,4654287.42,4873811.46,3364446.14,4466774.34,4009929.33,3622945.07,4537267.3,6371183.5,4109738.38,6706622,5394302,5745560,6402080,7651930,5807305,8643198,7955143,8119819,8867188,9934542,9011917.52,9597277.27,10346519.01,10831072.34,10408965.94,11300507.73,11318532.47
Tanzania,TZA,Land under cereal production (hectares),AG.LND.CREL.HA,1796602,1741245,1800000,2032000,2368000,2623500,2752000,2767000,2901800,2834200,2103220,2209160,2472780,2650260,3353760,3166190,3003270,3213620,2628757,3126123,3253187,3190865,2563969,2733286,3068876,3055237,3726193,2270084,2514775,2220331,3354160,4789490,4893210,4896810,4330825,4485537,5736322,5229954,5244863,5721440,6175739,6253484,6515202,6217515,6111195,6114868,5587334,5527061,6653663,6855018
Thailand,THA,Cereal production (metric tons),AG.PRD.CREL.MT,13832200,17381000,16140400,18398868,17897789,15733592,20485617,18828814,20612202,21509964,20132738,23439992,24517269,25614834,23401196,21413971,26168704,25241350,21169497,24462238,23864309.8,22017633.8,25347074,26413003.88,27143793.4,27617108.68,27814014.05,28660816.74,30529251,33822931.02,32806558.46,34289394.42,33405924.16,34964181.01,34133744.02,36686811.91,36598693.66,37363714.6,40933902.61,43447714.68,43438509,42040227,37855165.68,32890604.99,36677356.95,38169115.77,37866984.01,33614125.66,35528126.97,39382967.52
Thailand,THA,Land under cereal production (hectares),AG.LND.CREL.HA,7764720,8878000,8590640,9737720,9422400,9883153,10405794,10244661,10785702,10845041,10491858,11431549,11660448,12051539,11201914,10673443,11876093,11778072,10536438,10657182,10587015,10386331,10519979,10533970,10747055,11242739,11025860,11295454,11228129,11455364,10941834,11434393,11282003,11475657,11342030,11875069,11946683,12471675,13328078,13338804,13338796,13080548,12051561,11116700,11990617,12032106,12016065,11126604,11788948,12734528
Timor-Leste,TLS,Cereal production (metric tons),AG.PRD.CREL.MT,24875,30849,38000,45000,49000,58000,66000,73000,80000,77000,81000,84000,92000,93000,94213,99054,97022,99344,132765,157966,134932,156289,158200,149735,159223,136968,95779,104035,139449,122845,147370,135608,117203,151106,174394,131946,180430,255490,261816.18,148080,182005,188121,191297,213902,156565.16,137114.64,142176.16,123512,127589,101513
Timor-Leste,TLS,Land under cereal production (hectares),AG.LND.CREL.HA,17500,20900,24000,30000,35000,41000,50000,57000,63000,59000,62500,65000,66928,69673,70572,69739,63675,62036,82559,90917,77751,76924,78116,74222,77798,76975,45720,66867,72000,91764,88396,93950,75000,98000,116000,103400,125068,110338,106803,57260,87086,70818,65443,82407,60970,57532,61805,52464,47993,84458
Togo,TGO,Cereal production (metric tons),AG.PRD.CREL.MT,283040,279204,245207,265210,233970,258250,270183,315228,295620,290838,308260,291452,439756,370644,366002,368225,503770,565807,483958,464877,494785,633126,572507,591264,686596,748221,624267,759376,740520,814714,801479,807299,799023,833289,885517,877647,935210,1061456,1045866,1057893,1268350,1306625,1310851,1249728,1263762,1301069,1339107,1372361,1354443.19,1387323.46
Togo,TGO,Land under cereal production (hectares),AG.LND.CREL.HA,290500,325030,266655,273280,281600,306000,356800,383200,465000,399530,354900,389400,492800,441058,464532,510490,597000,616400,648006,609500,573150,721432,793232,696140,846231,762596,747243,715842,699716,708237,708594,699168,729829,735748,783163,782496,817193,853985,880827,862697,1140181,1198660,1136766,1010956,1117554,1144144,1169323,1200694,1167672,1210706
Tonga,TON,Cereal production (metric tons),AG.PRD.CREL.MT,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Tonga,TON,Land under cereal production (hectares),AG.LND.CREL.HA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Trinidad and Tobago,TTO,Cereal production (metric tons),AG.PRD.CREL.MT,16022,15561,22025,24886,25432,24937,17705,20317,12723,6141,6403,6216,6946,6960,7421,9609,10479,15008,16913,19100,25522,21204,22312.6,14604.47,22245.21,11626.9,11577,4109.7,7231,5073,7178,4674.8,4720,5132,4555,6163,6177,5226,5460.97,6123.66,5621.9,6292.19,6406.38,5440.4,5533.76,5650.57,4987.31,5575,5734,5351.1
Trinidad and Tobago,TTO,Land under cereal production (hectares),AG.LND.CREL.HA,5337,5220,7441,9264,8598,8457,5929,6233,3974,2021,2083,2021,2812,2951,3081,3750,3850,5850,5085,6172,7100,6500,6229,4052,6496,4711,4700,2400,3175,3500,4300,3050,3000,3300,3081,3682,3582,3153,3275,3735,3820,3907,4819,4899,3831,3472,2948,3645,3772,3369
Tunisia,TUN,Cereal production (metric tons),AG.PRD.CREL.MT,1231300,1128200,1108600,1271100,1078300,880300,959000,979500,1196800,1262000,1285000,951000,1053420,2098000,782000,1919500,450000,655600,1654847,2575807.87,2219391.11,1939794.77,679200,647471.25,2896345.29,1084468.01,1697420,1838969.98,1121988.94,1391500,550525.53,2318389.89,2164100,2135245.83,1647564.82,2024803.65,1223939.59,2567679.41,1113434.14,2343805.56,2305900,1328220,2350002.51,1339798.43,1324694.61,1637797.47,1444336.88,2426860.43,1564867.25,1679275.63
Tunisia,TUN,Land under cereal production (hectares),AG.LND.CREL.HA,1360000,1367100,1362300,1364500,1469000,1235100,1436700,1640800,1307200,1298800,1183100,1631400,1469400,1934000,1031000,1662000,480900,1019900,1445789,1665779,1463200,1602707,759800,583404,2001482,1021969,1309688,1496256,1139599,811227,446230,1529832,1652500,1479967,1311684,1247966,834169,1367536,657256,1369998,1377200,1169000,1301380,1214999,859541,1255987,1179588,1245518,1180314,1155116
Turkiye,TUR,Cereal production (metric tons),AG.PRD.CREL.MT,18719180,15708780,17066800,22211050,24459800,24322000,24363200,25750608,24418700,25526400,26558000,24491750,26314243,26493152,29358150,29282150,30893702,23498600,30201369,31129155,29139250,31733450,27000400,28168560,29329100,29747175,33175972,28876920,32240094,29563560,30822650,30798600,34145410,36464200,34636645,29250013,29279920,33569627,32764875,35195055,33370865,37475610,32708005,38632438,35276615,36126157,34395628,34398698,37184688,31864404
Turkiye,TUR,Land under cereal production (hectares),AG.LND.CREL.HA,13043800,12687975,13187320,13606050,13547370,13574950,13352750,13696200,13163000,13638000,13421685,13322299,13350004,13719650,13747458,13699650,13729100,13488604,13640120,13893896,13716404,14066559,14045855,13692013,13884759,13827451,13895547,13752041,13600074,13571630,13747990,13340979,13779950,13841315,13011934,12136070,11256039,11954939,12014528,11850262,11280479,11506517,11551358,11679276,11359619,11090361,10871307,10746739,11128065,10917931
Turkmenistan,TKM,Cereal production (metric tons),AG.PRD.CREL.MT,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,731705,1008800,1120000,1102050,544800,759300,1278400,1566800,1751000,1832000,2461000,2667000,2785000,3035000,3489000,1121770,1032020,1447360,1535230,1203130,1394234.77,1584000,1410000,1617000,1800000,1198420.32,1187033.52,1767976.7,1599474.13,1477619.32
Turkmenistan,TKM,Land under cereal production (hectares),AG.LND.CREL.HA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,330991,432300,429000,648000,661000,640000,595000,690000,825000,790000,842500,963000,950000,1037000,1061000,862900,938200,904600,903100,880800,1095720,1319650,1133037,1337872,1268624,985902,686618,798522,729894,726609
Turks and Caicos Islands,TCA,Cereal production (metric tons),AG.PRD.CREL.MT,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Turks and Caicos Islands,TCA,Land under cereal production (hectares),AG.LND.CREL.HA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Tuvalu,TUV,Cereal production (metric tons),AG.PRD.CREL.MT,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Tuvalu,TUV,Land under cereal production (hectares),AG.LND.CREL.HA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Uganda,UGA,Cereal production (metric tons),AG.PRD.CREL.MT,1535600,1466600,1389000,1749000,1681000,1522000,1545600,1270000,1078000,1165000,1093000,1399000,944000,1170974,1057985,1220000,1398000,1635726,1580000,1576000,1742800,1880000,1936000,2030000,1588000,1625000,2085000,2178000,2112000,2309000,2368000,2508000,2274000,2526000,2557029,2632381,3129052,3204738,3270391,3500763,3546438,3508500,3662246,3720394,3278888,3412916,4075377,3119000,5190000,3406533.15
Uganda,UGA,Land under cereal production (hectares),AG.LND.CREL.HA,1250900,1249800,1286300,1294800,1380994,1262676,1277200,787000,723000,746000,835000,865000,906000,796853,895624,854620,972000,1079083,1055000,1098949,1139000,1220000,1295000,1292000,1318000,1334000,1366000,1333000,1372000,1407000,1445000,1495000,1549000,1605000,1679000,1725000,1712000,1572000,1653000,1701960,1747786,1756453,1760185,1782799,1536380,1491871,1751235,1235512,2006218,1386963
Ukraine,UKR,Cereal production (metric tons),AG.PRD.CREL.MT,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,35558039.58,42732797.87,32860971.06,32360000,23449056,34394720,25699039.3,23960468.59,23814123.87,38886120.16,37984706.45,27493983.59,40996700,37258000,33518621.59,28945257.88,52747334.16,45413410.45,38685986.74,56263263.02,45750171.09,62687581.61,63388560,59627180,65217850,60689783.33,69112267.78,74443852.37,64343120.16,85338631.18
Ukraine,UKR,Land under cereal production (hectares),AG.LND.CREL.HA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,12546365,12991634,12060817,12880700,11664800,13811700,12183048,11963131,12207514,14246649,13801680,12067200,14409100,14204100,13806906,13117187,15127168,15118548,14188229,14988910,14492405,15552166,14405800,14399520,14020400,14076803,14257804,14961169,14986392,15649490
United Arab Emirates,ARE,Cereal production (metric tons),AG.PRD.CREL.MT,..,..,..,..,..,14,242,785,906,757,1780,1276,1536,1300,1175,874,544,1201,2877,6013.62,6779.49,4492.44,4952,4972,4701,4498,4308.68,4046.85,4037.21,3642.89,3133.91,2372.56,2210.4,2156.96,2216.51,1860,2378,3401,5336,4590.17,3779,772,2580,3695,5988,17143,8169.54,26072.05,26405,23638.73
United Arab Emirates,ARE,Land under cereal production (hectares),AG.LND.CREL.HA,..,..,..,..,..,12,165,350,376,375,890,900,952,970,991,790,673,624,1298,1721,1552,1079,772,768,723,283,243,236,231,208,173,113,108,107,106,87,107,138,295,191,312,21,181,105,179,557,392,1094,1016,901
United Kingdom,GBR,Cereal production (metric tons),AG.PRD.CREL.MT,15533794,15316018,16394537,13936000,13263000,16726567,17262000,17416895,19472785,19629000,21919000,21305600,26614000,22486000,24509000,21698000,21063000,22728932,22569000,22629199,22057171,19481622,19945396,21859745,24510178,23523248,22767929,22123808,23988441,18958946,22965900,21494212,22009971,20994000,20840385,19123516,24282470,21619013,20946145,21484952,19515045,20083467,24468841,24734564,21964131,23000066,21084346,25517303,18961989,22369109
United Kingdom,GBR,Land under cereal production (hectares),AG.LND.CREL.HA,3804376,3756082,3752402,3655432,3685000,3706043,3816928,3872808,3938550,3979000,4030000,3962000,4038000,4021000,4029000,3940700,3901000,3874255,3657300,3499695,3486261,3030448,3041955,3180707,3357622,3513146,3417892,3141102,3348084,3013619,3245214,3056295,3130046,2917266,2863222,2883382,3272480,3075443,3012536,3075987,3139924,3028452,3179197,3099217,3127630,3181631,3105815,3211351,3038280,3210819
United States,USA,Cereal production (metric tons),AG.PRD.CREL.MT,228117866,237683006,204617505,249283743,258200097,266014469,276602542,302625580,269883982,330889528,333103755,207657604,314749500,347118216,315331216,280494047,206528100,284238058,312410604,280063390.6,353025147.36,259105342.37,355934923.57,277601210,335780123.06,336582161.49,349425744.46,335364364,342631506,324994633.58,297143451.84,348247631.26,389023763.41,366436345.76,338336800,415130860,402399936,418666166.07,401126329.74,385545255.77,356210124,434308450,442849090,431870370.62,503466147.24,440271775.02,439707894.8,420869946.64,433256752.73,452628438.91
United States,USA,Land under cereal production (hectares),AG.LND.CREL.HA,58369291,64531443,68262068,72020441,73082438,72223053,67303432,68371362,71550444,77733138,76214787,58729146,71957016,72873500,67107716,59233504,55714416,63533008,65700000,62131075,65890404,60273827,64017419,59766550,64881026,63803406,61556513,58461970,58526104,55166824,53570702,57813092,56782664,56805877,52861862,61919594,60985598,57937341,57483702,56668632,60253274,59486800,57979030,58124740,58445763,53164294,53646196,52568976,53191330,54744521
Uruguay,URY,Cereal production (metric tons),AG.PRD.CREL.MT,601511,974799,1178111,971184,1146207,740620,836859,939250,892972,1205096,1075355,1084373,1082353,1027846,897631,1020756,1302739,1492895,1122627,1073708,1557536,1491079,1514886,1810677,2221641,2057040,1960858,2193932,1849419,1718459,1670388,1706174,2317142,2355245,2490990,2591959,2944943,3760121,3886956.13,3721490.59,4603045.78,3508600,4027196,3599918.51,3621181.97,3565340.74,2513487.29,3564982.52,3503171.67,4048529.83
Uruguay,URY,Land under cereal production (hectares),AG.LND.CREL.HA,538106,770491,850469,838851,884290,686104,622719,622343,551803,667965,523037,577940,553590,558337,479865,486047,513101,566841,514422,443794,569815,601593,510162,567998,675241,668300,570871,563089,475185,514724,481734,486923,525466,542700,554350,596233,680977,967870,930701,843705,1130824,931600,925400,868938,759687,705092,637795,668886,705707,736227
Uzbekistan,UZB,Cereal production (metric tons),AG.PRD.CREL.MT,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2408200,2271400,2602900,3382600,3479100,3960000,4328200,4523400,4107900,4262600,5775800,6321300,5999200,6534570,6637128,6753700,6698000,7378300,7473500,7063268,7431597,7704980,7890990,8014002,8096413.83,7067542.17,6249675.63,7097740,7226439.34,7196403.42
Uzbekistan,UZB,Land under cereal production (hectares),AG.LND.CREL.HA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1201210,1272300,1512900,1648000,1731700,1827305,1672567,1719430,1530356,1400856,1533700,1794600,1668243,1616629,1617537,1536025,1563027,1620512,1685429,1600010,1616297,1623342,1641688,1657418,1677312,1644316,1523402,1565600,1612647,1519531
Vanuatu,VUT,Cereal production (metric tons),AG.PRD.CREL.MT,500,500,500,550,600,600,600,600,650,650,650,650,650,660,670,660,650,660,700,650,660,670,700,690.79,695.99,700,700,717.99,725.5,734,741.91,743.02,755.75,767.18,750,800,820,819.87,822.91,830.58,800,950,890.19,873.51,887.17,904.19,912.91,921.96,913.02,915.96
Vanuatu,VUT,Land under cereal production (hectares),AG.LND.CREL.HA,950,1000,1000,1100,1200,1200,1200,1200,1250,1250,1250,1250,1250,1270,1300,1300,1300,1300,1370,1402,1406,1410,1456,1420,1414,1406,1390,1410,1409,1410,1410,1397,1420,1445,1400,1450,1500,1469,1460,1455,1400,1500,1446,1454,1474,1490,1484,1491,1498,1503
"Venezuela, RB",VEN,Cereal production (metric tons),AG.PRD.CREL.MT,678774,765686,884990,1087249,748345,1550925,1433354,1622251,1547356,1480490,1487108,1301622,1427655,1821903,2250485,2418097,2484793,1932502,1874179,2250495,1978459,2184188,2269076,2428217,2250035,2412971,2133677,2234034,2948369,3116774,2568899,3116493,3663956,3583934,4044300,4008055,4107467,3711867,3664849,3429024,3311726,3693974,3597762,2294532,2085076.11,1915874.44,1627460,1579755,2396627.73,2377401.55
"Venezuela, RB",VEN,Land under cereal production (hectares),AG.LND.CREL.HA,536879,559556,609661,665145,483027,819470,767044,847865,808402,785243,753539,672173,703251,897874,1155845,1212636,1170050,824651,753854,879559,763049,743014,765853,816464,741523,782411,689950,672479,907767,942031,806624,970686,1082143,1068624,1184047,1115072,1198059,1170329,1024857,990720,880738,921820,890391,654509,602937,613524,564439,504292,593985,678298
Vietnam,VNM,Cereal production (metric tons),AG.PRD.CREL.MT,11009900,11425500,11338290,10574200,12214000,11000800,10223400,11734100,12076200,12844800,14828300,15211300,16037800,16461900,16572700,15663600,17814850,19834204,19896104,20293904,22338204,23718800,24672200,26140900,27933400,29174500,31020143,33148700,34537105.64,34271811.29,36960263.05,37706900,39581000,39621600,39705591.33,40247513.93,43304798.82,43323522.66,44613831.2,47235597.59,48712657.95,49231389.27,50178378,50379409.69,48359869.77,47877218.26,48923673.32,48231531.65,47325157.08,48301218.49
